id,name,jersey,last_name,first_name,abbr_name,birth_date,weight,height,position,birth_place,high_school,college,college_conf,rookie_year,status,sr_id,experience,draft,preferred_name,name_suffix
5ef5ab81-46ed-4092-9434-b7011f772bc4,Travis Jones,98,Jones,Travis,T.Jones,1999-10-15,338.0,76,DT,"New Haven, CT, USA",Wilbur Cross (CT),UConn,Independent,2022.0,ACT,sr:player:1490650,3,"{'year': 2022, 'round': 3, 'number': 76, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
5fdb0eb0-0704-11ef-8ce2-8d161b92f03c,John McCartan,,McCartan,John,J.McCartan,,258.0,77,OLB,"Rancho Santa Margarita, CA, USA",Santa Margarita (CA),Oregon State,Pacific Twelve Conference,2024.0,ACT,sr:player:1439386,0,,,
63219410-09aa-11ef-843c-e73649077eea,Darrell Simpson,78,Simpson,Darrell,D.Simpson,1999-08-12,335.0,78,OT,"Justin, TX, USA",Northwest (TX),Tulsa,American Athletic Conference,2024.0,ACT,sr:player:1423503,0,,,
63cef4ac-6e22-497b-9f8c-fbccd0694d17,Brent Urban,97,Urban,Brent,B.Urban,1991-05-05,309.0,79,DE,"Mississauga, ON, CAN",Lorne Park Secondary (CAN),Virginia,Atlantic Coast Conference,2014.0,ACT,sr:player:833327,11,"{'year': 2014, 'round': 4, 'number': 134, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
65226460-06fd-11ef-95f0-61161827e99f,Tayvion Robinson,6,Robinson,Tayvion,T.Robinson,2000-10-01,191.0,70,WR,"Virginia Beach, VA, USA",Frank W. Cox (LA),Kentucky,Southeastern Conference,2024.0,ACT,sr:player:1692399,0,,,
6524f633-b8dd-439d-82df-cd4f9f07ad29,Deadrin Senat,93,Senat,Deadrin,D.Senat,1994-07-22,314.0,72,NT,"Naples, FL, USA",Immokalee (FL),South Florida,American Athletic Conference,2018.0,ACT,sr:player:1191416,6,"{'year': 2018, 'round': 3, 'number': 90, 'team': {'id': 'e6aa13a4-0055-48a9-bc41-be28dc106929', 'name': 'Falcons', 'market': 'Atlanta', 'alias': 'ATL', 'sr_id': 'sr:competitor:4393'}}",,
662bf69e-10eb-4c2e-970e-1a13f1c7fa07,Marcus Williams,32,Williams,Marcus,M.Williams,1996-09-08,207.0,73,SAF,"Corona, CA, USA",Eastvale Eleanor Roosevelt (CA),Utah,Pacific Twelve Conference,2017.0,ACT,sr:player:1129729,8,"{'year': 2017, 'round': 2, 'number': 42, 'team': {'id': '0d855753-ea21-4953-89f9-0e20aff9eb73', 'name': 'Saints', 'market': 'New Orleans', 'alias': 'NO', 'sr_id': 'sr:competitor:4425'}}",,
6878bdc0-f01b-11ed-beb1-27fdf5239b61,Sean Ryan,82,Ryan,Sean,S.Ryan,1999-01-21,200.0,75,WR,"Brooklyn, NY, USA",Erasmus Hall (NY),Rutgers,Big Ten Conference,2023.0,ACT,sr:player:1502093,1,,,
6a180d10-06f5-11ef-af1c-b5c63fb732c9,Tremel Walthor,94,Walthor,Tremel,T.Walthor,2000-07-26,273.0,75,DE,"Hinesville, GA, USA",Liberty County (GA),Georgia,Southeastern Conference,2024.0,ACT,sr:player:2802169,0,,,
6b2416e4-510b-4ecb-b1eb-0037863fc315,Jordan Stout,11,Stout,Jordan,J.Stout,1998-08-04,207.0,75,P,"Abingdon, VA, USA",Honaker (VA),Penn State,Big Ten Conference,2022.0,ACT,sr:player:1269824,3,"{'year': 2022, 'round': 4, 'number': 130, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
6ced226c-387c-47d4-a4ce-cf4d583e9e65,Roger Rosengarten,70,Rosengarten,Roger,R.Rosengarten,2002-06-03,310.0,77,OT,"Highlands Ranch, CO, USA",Valor Christian (CO),Washington,Pacific Twelve Conference,2024.0,ACT,sr:player:2006635,0,"{'year': 2024, 'round': 2, 'number': 62, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
6f19e499-48e5-495d-b889-523fbba45608,David Ojabo,90,Ojabo,David,D.Ojabo,2000-05-17,265.0,76,OLB,"Port Harcourt,, NGA",Blair Academy (NJ),Michigan,Big Ten Conference,2022.0,ACT,sr:player:1694597,3,"{'year': 2022, 'round': 2, 'number': 45, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
6f695364-f31f-420d-8baa-434539e2b12d,Broderick Washington,96,Washington,Broderick,B.Washington,1996-12-04,315.0,74,DT,"Longview, TX, USA",Longview (TX),Texas Tech,Big Twelve Conference,2020.0,ACT,sr:player:1224906,5,"{'year': 2020, 'round': 5, 'number': 170, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
73e133bf-d3f7-4fda-bd25-2fde66cb8ee1,Josh Johnson,17,Johnson,Josh,J.Johnson,1986-05-15,214.0,75,QB,"Oakland, CA, USA",Oakland Tech (CA),San Diego,Pioneer Football League,2008.0,ACT,sr:player:830825,10,"{'year': 2008, 'round': 5, 'number': 160, 'team': {'id': '4254d319-1bc7-4f81-b4ab-b5e6f3402b69', 'name': 'Buccaneers', 'market': 'Tampa Bay', 'alias': 'TB', 'sr_id': 'sr:competitor:4388'}}",,
76647249-62a0-4038-a597-8d0aad1ef3b5,Ar'Darius Washington,29,Washington,Ar'Darius,A.Washington,1999-11-02,177.0,68,SAF,"Shreveport, LA, USA",Evangel Christian Academy (LA),TCU,Big Twelve Conference,2021.0,ACT,sr:player:2198392,3,,,
7b981d30-0bd9-11ef-8b1c-2f2e7fda4c4d,Kam Stutts,,Stutts,Kam,K.Stutts,,343.0,77,OL,"Killen, AL, USA",Brooks (AL),Auburn,Southeastern Conference,2024.0,ACT,sr:player:2802705,0,,,
7fcfe130-06fc-11ef-9592-67ed152bdb91,Chris Collier,38,Collier,Chris,C.Collier,2000-03-24,203.0,71,RB,"Lawrence, NY, USA",Lawrence (MA),Lock Haven,Pennsylvania State Athletic Conference,2024.0,ACT,sr:player:2026653,0,,,
82546a90-c980-11ec-a1a0-57a82b503f37,Josh Ross,51,Ross,Josh,J.Ross,1999-10-31,229.0,72,LB,"Southfield, MI, USA",Orchard Lake St. Mary's (MI),Michigan,Big Ten Conference,2022.0,ACT,sr:player:1278586,2,,,
87c481c7-7414-43cc-82df-19ca0c2ae22e,Derrick Henry,22,Henry,Derrick,D.Henry,1994-01-04,247.0,74,RB,"Yulee, FL, USA",Yulee (FL),Alabama,Southeastern Conference,2016.0,ACT,sr:player:987599,9,"{'year': 2016, 'round': 2, 'number': 45, 'team': {'id': 'd26a1ca5-722d-4274-8f97-c92e49c96315', 'name': 'Titans', 'market': 'Tennessee', 'alias': 'TEN', 'sr_id': 'sr:competitor:367364'}}",,
8e947d6d-f043-4e12-8a42-b7c30732cdeb,Devin Leary,13,Leary,Devin,D.Leary,1999-09-10,216.0,73,QB,"Sicklerville, NJ, USA",Timber Creek Regional (NJ),Kentucky,Southeastern Conference,2024.0,ACT,sr:player:1411039,0,"{'year': 2024, 'round': 6, 'number': 218, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
8f1147cb-3040-4128-b113-5813816241ec,Deonte Harty,3,Harty,Deonte,D.Harty,1997-12-04,170.0,66,WR,"Baltimore, MD, USA",Archbishop Curley (MD),Assumption,Northeast-10 Conference,2019.0,ACT,sr:player:1735799,6,,,
904f702b-e8b1-4fef-a4a0-278d18cc15e3,Justin Madubuike,92,Madubuike,Justin,J.Madubuike,1997-11-17,305.0,75,DT,"McKinney, TX, USA",McKinney North (TX),Texas A&M,Southeastern Conference,2020.0,ACT,sr:player:2040675,5,"{'year': 2020, 'round': 3, 'number': 71, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
923bd7f0-06fe-11ef-b95c-81e74d9949b8,Dayton Wade,18,Wade,Dayton,D.Wade,2000-09-08,176.0,69,WR,"Atlanta, GA, USA",Lovejoy (TX),Ole Miss,Southeastern Conference,2024.0,ACT,sr:player:1856906,0,,,
92c32366-b620-4dcd-946b-9067a18c61b7,Nick Samac,61,Samac,Nick,N.Samac,2001-08-21,307.0,76,C,"Mentor, OH, USA",Mentor (OH),Michigan State,Big Ten Conference,2024.0,ACT,sr:player:1694663,0,"{'year': 2024, 'round': 7, 'number': 228, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
999e6350-09a6-11ef-adfa-5fb33afb8cc1,Randen Plattner,47,Plattner,Randen,R.Plattner,1999-12-08,244.0,74,LS,"Parkville, MO, USA",Park Hill (MO),Kansas State,Big Twelve Conference,,ACT,sr:player:1567528,0,,,
9a7ecca5-faf4-468f-93e6-e0357c5854cb,Jalyn Armour-Davis,5,Armour-Davis,Jalyn,J.Armour-Davis,1999-09-03,197.0,73,CB,"Mobile, AL, USA",St. Paul's Episcopal (AL),Alabama,Southeastern Conference,2022.0,ACT,sr:player:1415161,3,"{'year': 2022, 'round': 4, 'number': 119, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
9aa0b292-f4ad-4517-83e9-717567edec19,Michael Pierce,58,Pierce,Michael,M.Pierce,1992-11-06,355.0,72,NT,"Daphne, AL, USA",Daphne (AL),Samford,Southern Conference,2016.0,ACT,sr:player:990723,8,,,
9aeb79b0-e55b-4341-8c6b-233971b667a7,Rasheen Ali,26,Ali,Rasheen,R.Ali,2001-02-16,197.0,71,RB,"Cleveland, OH, USA",Shaker Heights (OH),Marshall,Sun Belt Conference,2024.0,ACT,sr:player:2064431,0,"{'year': 2024, 'round': 5, 'number': 165, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
a05688e0-06f3-11ef-b392-9f2889e7fe1d,Corey Bullock,67,Bullock,Corey,C.Bullock,2001-12-09,307.0,75,OT,"Accokeek, MD, USA",Gwynn Park (MD),Maryland,Big Ten Conference,2024.0,ACT,sr:player:1865406,0,,,
a2ceb68a-71c0-465c-8548-36967d302cc9,Trenton Simpson,23,Simpson,Trenton,T.Simpson,2001-06-14,238.0,74,LB,"Charlotte, NC, USA",Mallard Creek (NC),Clemson,Atlantic Coast Conference,2023.0,ACT,sr:player:2011167,2,"{'year': 2023, 'round': 3, 'number': 86, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
a4838bae-fd5e-4587-9120-c5d9c94b6158,Andrew Vorhees,72,Vorhees,Andrew,A.Vorhees,1999-01-21,310.0,78,OL,"Kingsburg, CA, USA",Kingsburg (CA),USC,Pacific Twelve Conference,2023.0,ACT,sr:player:1235842,1,"{'year': 2023, 'round': 7, 'number': 229, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
a77e5500-0705-11ef-9dd9-35e494e0e813,Deion Jennings,56,Jennings,Deion,D.Jennings,2000-06-19,225.0,72,LB,"Sicklerville, NJ, USA",Timber Creek (NJ),Rutgers,Big Ten Conference,2024.0,ACT,sr:player:1436218,0,,,
a792cbbf-d96a-48fc-a187-6f7f5b7dd214,Ronnie Stanley,79,Stanley,Ronnie,R.Stanley,1994-03-18,315.0,78,T,"Las Vegas, NV, USA",Gorman (NV),Notre Dame,Independent,2016.0,ACT,sr:player:986903,9,"{'year': 2016, 'round': 1, 'number': 6, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
b021e120-c95b-11ec-b1d2-d334745b4f4f,Tre Swilling,33,Swilling,Tre,T.Swilling,1999-03-26,196.0,72,CB,"New Orleans, LA, USA",Brother Martin (LA),Georgia Tech,Atlantic Coast Conference,2022.0,ACT,sr:player:1232742,1,,,
b342192d-644a-48cc-9d86-94030ecceea4,Tyler Linderbaum,64,Linderbaum,Tyler,T.Linderbaum,2000-04-07,305.0,74,C,"Solon, IA, USA",Solon (IA),Iowa,Big Ten Conference,2022.0,ACT,sr:player:1434741,3,"{'year': 2022, 'round': 1, 'number': 25, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
b5d1ed29-c72a-45ff-ae60-337e13728b2f,Devontez Walker,81,Walker,Devontez,D.Walker,2001-06-19,191.0,73,WR,"Charlotte, NC, USA",West Charlotte (NC),North Carolina,Atlantic Coast Conference,2024.0,ACT,sr:player:2025775,0,"{'year': 2024, 'round': 4, 'number': 113, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
ba7ea327-3c96-4470-bd72-cad811f4e1df,Adisa Isaac,50,Isaac,Adisa,A.Isaac,2001-10-04,253.0,76,OLB,"Brooklyn, NY, USA",Canarsie (NY),Penn State,Big Ten Conference,2024.0,ACT,sr:player:1695419,0,"{'year': 2024, 'round': 3, 'number': 93, 'team': {'id': 'ebd87119-b331-4469-9ea6-d51fe3ce2f1c', 'name': 'Ravens', 'market': 'Baltimore', 'alias': 'BAL', 'sr_id': 'sr:competitor:4413'}}",,
